date,price,Open,High,Low,Vol.,Change %
10/6/2017,8290,8330,8360,8280,1.05M,-0.12%
10/9/2017,8340,8290,8380,8280,1.47M,0.60%
10/10/2017,8310,8340,8350,8260,1.10M,-0.36%
10/11/2017,8320,8310,8380,8300,1.17M,0.12%
10/12/2017,8270,8310,8320,8270,1.17M,-0.60%
10/13/2017,8280,8270,8310,8260,1.00M,0.12%
10/16/2017,8330,8280,8370,8280,1.96M,0.60%
10/17/2017,8290,8330,8350,8260,1.30M,-0.48%
10/18/2017,8180,8290,8290,8180,2.04M,-1.33%
10/19/2017,8180,8180,8250,8160,1.81M,0.00%
10/20/2017,8100,8180,8190,8080,1.72M,-0.98%
10/23/2017,7740,8080,8090,7740,3.86M,-4.44%
10/24/2017,7770,7700,7800,7670,2.14M,0.39%
10/25/2017,7910,7800,8100,7800,2.14M,1.80%
10/26/2017,7700,7910,7990,7660,2.44M,-2.65%
10/27/2017,7550,7700,7700,7410,3.40M,-1.95%
10/30/2017,7750,7540,7750,7520,4.84M,2.65%
10/31/2017,8020,7660,8110,7660,8.14M,3.48%
11/1/2017,8080,8020,8180,7990,8.66M,0.75%
11/2/2017,7520,8010,8050,7520,2.67M,-6.93%
11/3/2017,7040,7470,7470,7000,8.98M,-6.38%
11/6/2017,7290,7030,7380,7030,4.39M,3.55%
11/7/2017,7300,7300,7430,7200,2.29M,0.14%
11/8/2017,7320,7250,7320,7180,2.98M,0.27%
11/9/2017,7300,7270,7320,7260,2.43M,-0.27%
11/10/2017,7440,7290,7450,7270,3.08M,1.92%
11/13/2017,7380,7450,7460,7350,3.76M,-0.81%
11/14/2017,7220,7370,7380,7200,2.07M,-2.17%
11/15/2017,7220,7210,7270,7190,2.61M,0.00%
11/16/2017,7720,7250,7720,7210,3.76M,6.93%
11/17/2017,7810,7880,7910,7600,3.74M,1.17%
11/20/2017,7670,7700,7800,7600,1.64M,-1.79%
11/21/2017,7510,7550,7650,7450,2.47M,-2.09%
11/22/2017,7520,7480,7600,7390,2.97M,0.13%
11/23/2017,7510,7520,7580,7450,2.91M,-0.13%
11/24/2017,7690,7530,7690,7500,4.19M,2.40%
11/27/2017,7750,7700,7750,7620,4.42M,0.78%
11/28/2017,7820,7760,7860,7740,6.48M,0.90%
11/29/2017,7700,7830,7860,7700,5.64M,-1.53%
11/30/2017,7730,7700,7750,7670,3.07M,0.39%
12/1/2017,7620,7730,7740,7620,3.07M,-1.42%
12/4/2017,7510,7640,7690,7480,3.45M,-1.44%
12/5/2017,7540,7510,7710,7490,3.91M,0.40%
12/6/2017,7700,7540,7710,7520,3.09M,2.12%
12/7/2017,7830,7800,7960,7790,3.62M,1.69%
12/8/2017,7730,7830,7830,7700,1.70M,-1.28%
12/11/2017,7520,7660,7690,7520,1.73M,-2.72%
12/12/2017,7310,7520,7620,7200,3.82M,-2.79%
12/13/2017,7320,7310,7420,7300,3.01M,0.14%
12/14/2017,7380,7330,7410,7310,1.45M,0.82%
12/15/2017,7360,7380,7410,7360,2.07M,-0.27%
12/18/2017,7720,7800,7800,7650,5.85M,4.89%
12/19/2017,7500,7740,7740,7500,3.74M,-2.85%
12/20/2017,7510,7500,7610,7500,2.29M,0.13%
12/21/2017,7350,7510,7510,7300,4.75M,-2.13%
12/22/2017,7410,7330,7460,7310,1.94M,0.82%
12/25/2017,7300,7370,7400,7300,2.23M,-1.48%
12/26/2017,7400,7300,7410,7300,4.74M,1.37%
12/27/2017,7400,7430,7480,7380,5.46M,0.00%
12/28/2017,7450,7350,7450,7350,3.40M,0.68%
12/29/2017,7350,7450,7460,7330,2.33M,-1.34%
1/2/2018,7250,7350,7380,7230,3.77M,-1.36%
1/3/2018,7310,7250,7370,7250,2.26M,0.83%
1/4/2018,7460,7370,7580,7330,3.16M,2.05%
1/5/2018,7700,7500,7860,7470,9.81M,3.22%
1/8/2018,7670,7720,7830,7610,6.13M,-0.39%
1/9/2018,7550,7700,7700,7500,4.20M,-1.56%
1/10/2018,7630,7460,7630,7360,5.64M,1.06%
1/11/2018,7500,7570,7630,7500,5.44M,-1.70%
1/12/2018,7500,7500,7650,7500,4.23M,0.00%
1/15/2018,7630,7500,7680,7500,6.03M,1.73%
1/16/2018,8160,7640,8160,7600,23.85M,6.95%
1/17/2018,8160,8200,8550,8130,15.12M,0.00%
1/18/2018,8300,8000,8380,8000,9.96M,1.72%
1/19/2018,8150,8350,8370,8150,11.00M,-1.81%
1/22/2018,7940,8190,8280,7800,10.32M,-2.58%
1/25/2018,8490,8020,8490,7760,21.58M,6.93%
1/26/2018,8400,8600,8730,8390,12.94M,-1.06%
1/29/2018,8300,8500,8570,8300,10.80M,-1.19%
1/30/2018,8090,8250,8300,8000,13.75M,-2.53%
1/31/2018,8200,8050,8600,8030,15.50M,1.36%
2/1/2018,8050,8200,8300,8050,7.92M,-1.83%
2/2/2018,8050,8060,8140,8000,4.20M,0.00%
2/5/2018,7490,8010,8010,7490,15.65M,-6.96%
2/6/2018,6970,6970,7190,6970,15.79M,-6.94%
2/7/2018,7110,7300,7330,7020,5.01M,2.01%
2/8/2018,6620,6800,6950,6620,21.21M,-6.89%
2/9/2018,6500,6160,6600,6160,12.44M,-1.81%
2/12/2018,6150,6400,6600,6050,18.15M,-5.38%
2/13/2018,6500,6300,6500,6140,9.81M,5.69%
2/21/2018,6520,6550,6700,6450,6.37M,0.31%
2/22/2018,6300,6490,6490,6210,5.64M,-3.37%
2/23/2018,6350,6350,6400,6280,4.56M,0.79%
2/26/2018,6200,6350,6400,6180,8.00M,-2.36%
2/27/2018,6400,6200,6400,6200,4.54M,3.23%
2/28/2018,6220,6350,6360,6190,4.54M,-2.81%
3/1/2018,6250,6220,6360,6200,3.64M,0.48%
3/2/2018,6290,6230,6300,6190,2.36M,0.64%
3/5/2018,6320,6290,6480,6270,8.48M,0.48%
3/6/2018,6760,6350,6760,6350,10.73M,6.96%
3/7/2018,6990,7100,7200,6880,11.55M,3.40%
3/8/2018,6910,7000,7150,6840,7.74M,-1.14%
3/9/2018,7080,6800,7300,6710,9.80M,2.46%
3/12/2018,7090,7200,7200,7080,4.29M,0.14%
3/13/2018,7150,7090,7180,6990,6.56M,0.85%
3/14/2018,7410,7110,7530,7100,10.30M,3.64%
3/15/2018,7410,7450,7590,7400,8.26M,0.00%
3/16/2018,7280,7360,7510,7260,7.34M,-1.75%
3/19/2018,6900,7280,7280,6780,15.83M,-5.22%
3/20/2018,6940,6820,7040,6800,3.73M,0.58%
3/21/2018,7000,7000,7190,6930,3.29M,0.86%
3/22/2018,7190,7000,7250,7000,5.36M,2.71%
3/23/2018,7000,6900,7160,6900,5.95M,-2.64%
3/26/2018,6960,7090,7090,6930,2.81M,-0.57%
3/27/2018,6820,7000,7050,6780,4.87M,-2.01%
3/28/2018,6700,6820,6820,6680,3.93M,-1.76%
3/29/2018,6700,6690,6810,6690,1.81M,0.00%
3/30/2018,6610,6710,6750,6610,3.02M,-1.34%
4/2/2018,6150,6150,6340,6150,22.76M,-6.96%
4/3/2018,6430,6010,6430,6010,10.00M,4.55%
4/4/2018,6300,6300,6430,6270,5.50M,-2.02%
4/5/2018,6250,6220,6300,6160,5.15M,-0.79%
4/6/2018,6190,6250,6330,6190,7.07M,-0.96%
4/9/2018,6050,6200,6230,6020,7.77M,-2.26%
4/10/2018,5750,6060,6140,5750,9.79M,-4.96%
4/11/2018,5430,5800,5830,5400,7.70M,-5.57%
4/12/2018,5280,5430,5450,5200,8.27M,-2.76%
4/13/2018,5480,5280,5500,5280,6.63M,3.79%
4/16/2018,5700,5480,5820,5380,6.15M,4.01%
4/17/2018,5800,5700,5880,5700,5.11M,1.75%
4/18/2018,5670,5790,5850,5670,4.95M,-2.24%
4/19/2018,5490,5600,5680,5410,5.09M,-3.17%
4/20/2018,5510,5480,5650,5410,1.89M,0.36%
4/23/2018,5330,5550,5640,5330,3.43M,-3.27%
4/24/2018,5400,5400,5420,5300,2.80M,1.31%
4/26/2018,5400,5540,5690,5400,3.78M,0.00%
4/27/2018,5300,5400,5450,5090,4.73M,-1.85%
5/2/2018,4930,5150,5200,4930,6.79M,-6.98%
5/3/2018,4820,4800,4980,4770,3.95M,-2.23%
5/4/2018,5150,5150,5150,5060,10.09M,6.85%
5/7/2018,5200,5320,5330,5000,3.34M,0.97%
5/8/2018,5280,5260,5400,5200,2.75M,1.54%
5/9/2018,5250,5260,5280,5170,2.63M,-0.57%
5/10/2018,5100,5270,5270,5100,1.97M,-2.86%
5/11/2018,5200,5100,5200,5050,2.11M,1.96%
5/14/2018,5140,5200,5210,5110,1.68M,-1.15%
5/15/2018,5160,5190,5190,5110,1.86M,0.39%
5/16/2018,5200,5150,5240,5120,2.21M,0.78%
5/17/2018,5250,5220,5300,5200,2.47M,0.96%
5/18/2018,5260,5300,5330,5250,3.17M,0.19%
5/21/2018,5250,5280,5290,5200,1.66M,-0.19%
5/22/2018,5050,5200,5250,4990,3.18M,-3.81%
5/23/2018,5000,5050,5050,4930,1.85M,-0.99%
5/24/2018,4900,5000,5090,4870,1.77M,-2.00%
5/25/2018,4750,4900,4940,4750,1.96M,-3.06%
5/28/2018,4420,4800,4800,4420,5.03M,-6.95%
5/29/2018,4490,4400,4670,4270,3.19M,1.58%
5/30/2018,4430,4450,4500,4350,1.17M,-1.34%
5/31/2018,4460,4420,4490,4400,2.43M,0.68%
6/1/2018,4500,4420,4580,4420,1.95M,0.90%
6/4/2018,4620,4480,4670,4420,2.77M,2.67%
6/5/2018,4730,4680,4750,4630,3.11M,2.38%
6/6/2018,4660,4750,4800,4650,2.36M,-1.48%
6/7/2018,4780,4700,4860,4700,3.91M,2.58%
6/8/2018,4790,4800,4800,4720,1.47M,0.21%
6/11/2018,4610,4600,4700,4580,3.29M,-3.76%
6/12/2018,4450,4590,4610,4390,3.83M,-3.47%
6/13/2018,4490,4460,4530,4450,1.39M,0.90%
6/14/2018,4650,4500,4790,4460,14.90M,3.56%
6/15/2018,4690,4720,4800,4650,16.53M,0.86%
6/18/2018,5010,4700,5010,4700,12.37M,6.82%
6/19/2018,4760,4850,4880,4660,7.87M,-4.99%
6/20/2018,4770,4820,4820,4600,3.29M,0.21%
6/21/2018,4770,4660,4790,4610,3.30M,0.00%
6/22/2018,4700,4770,4770,4670,2.42M,-1.47%
6/25/2018,4840,4750,4930,4750,5.10M,2.98%
6/26/2018,5070,4840,5170,4790,10.61M,4.75%
6/27/2018,5130,5080,5330,5080,7.09M,1.18%
6/28/2018,5000,5130,5130,4950,5.27M,-2.53%
6/29/2018,5210,5000,5260,4950,7.55M,4.20%
7/2/2018,5200,5280,5280,5050,5.79M,-0.19%
7/3/2018,5050,5190,5240,5050,4.54M,-2.88%
7/4/2018,4880,5050,5100,4720,3.56M,-3.37%
7/5/2018,4990,4880,4990,4780,6.09M,2.25%
7/6/2018,5190,5000,5200,4950,6.64M,4.01%
7/9/2018,5000,5150,5250,5000,4.42M,-3.66%
7/10/2018,4970,5040,5100,4950,3.63M,-0.60%
7/11/2018,4880,4960,5000,4880,7.71M,-1.81%
7/12/2018,5000,4890,5010,4880,4.09M,2.46%
7/13/2018,5350,5190,5350,5050,17.14M,7.00%
7/16/2018,5720,5500,5720,5500,8.96M,6.92%
7/17/2018,5930,5720,6090,5720,15.74M,3.67%
7/18/2018,6330,5900,6340,5720,18.14M,6.75%
7/19/2018,6260,6400,6510,6150,21.45M,-1.11%
7/20/2018,6190,6200,6390,6100,16.03M,-1.12%
7/23/2018,6620,6090,6620,5900,23.40M,6.95%
7/24/2018,7080,6750,7080,6700,20.36M,6.95%
7/25/2018,7120,7000,7490,6850,19.47M,0.56%
7/26/2018,6630,7200,7220,6630,19.02M,-6.88%
7/27/2018,7090,6600,7090,6600,13.90M,6.94%
7/30/2018,7580,7580,7580,7420,7.08M,6.91%
7/31/2018,7620,7650,8090,7200,23.74M,0.53%
8/1/2018,7100,7790,7790,7090,12.63M,-6.82%
8/2/2018,6900,7100,7300,6640,15.52M,-2.82%
8/3/2018,7150,7060,7310,6900,12.07M,3.62%
8/6/2018,7230,7500,7500,7160,8.73M,1.12%
8/7/2018,6820,7200,7250,6820,7.20M,-5.67%
8/8/2018,6950,6820,7010,6790,5.67M,1.91%
8/9/2018,7430,7430,7430,7430,2.86M,6.91%
8/10/2018,7530,7950,7950,6960,37.97M,1.35%
8/13/2018,7400,7490,7580,7350,5.03M,-1.73%
8/14/2018,7290,7450,7560,7290,5.43M,-1.49%
8/15/2018,7000,7060,7200,6970,10.77M,-3.98%
8/16/2018,6700,6860,6950,6700,7.88M,-4.29%
8/17/2018,6670,6840,6850,6660,4.97M,-0.45%
8/20/2018,7120,6700,7120,6550,9.30M,6.75%
8/21/2018,7130,7050,7210,7040,6.32M,0.14%
8/22/2018,7010,7130,7210,7010,5.78M,-1.68%
8/23/2018,7000,7000,7060,6890,5.62M,-0.14%
8/24/2018,6900,6950,7050,6900,3.56M,-1.43%
8/27/2018,6800,6910,7000,6800,8.32M,-1.45%
8/28/2018,6900,6850,6990,6800,6.57M,1.47%
8/29/2018,6990,6950,7080,6790,7.49M,1.30%
8/30/2018,6890,7000,7000,6890,7.03M,-1.43%
8/31/2018,6790,6860,6900,6720,10.00M,-1.45%
9/4/2018,6600,6730,6910,6600,8.00M,-2.80%
9/5/2018,6500,6600,6750,6390,7.71M,-1.52%
9/6/2018,6090,6450,6540,6090,10.33M,-6.31%
9/7/2018,5890,5930,6010,5760,9.68M,-3.28%
9/10/2018,5900,5860,6000,5830,4.65M,0.17%
9/11/2018,6310,5950,6310,5900,7.39M,6.95%
9/12/2018,6180,6450,6490,6100,7.00M,-2.06%
9/13/2018,6150,6120,6200,6050,3.51M,-0.49%
9/14/2018,6110,6170,6190,6040,2.89M,-0.65%
9/17/2018,5960,6150,6150,5960,4.76M,-2.45%
9/18/2018,5970,5960,6070,5870,4.00M,0.17%
9/19/2018,5980,5970,6060,5970,4.04M,0.17%
9/20/2018,6000,6000,6030,5960,3.09M,0.33%
9/21/2018,6100,6040,6140,6010,5.91M,1.67%
9/24/2018,6100,6140,6150,6090,3.44M,0.00%
9/25/2018,6060,6120,6120,6020,4.34M,-0.66%
9/26/2018,6150,6060,6310,6030,6.89M,1.49%
9/27/2018,6160,6150,6280,6150,2.75M,0.16%
9/28/2018,6130,6200,6230,6110,3.44M,-0.49%
10/1/2018,6060,6170,6190,6040,4.11M,-1.14%
10/2/2018,5990,6060,6120,5980,5.23M,-1.16%
10/3/2018,5970,6000,6040,5960,2.91M,-0.33%
10/4/2018,5990,5990,6040,5950,2.25M,0.34%
10/5/2018,5900,5990,6000,5900,2.52M,-1.50%
10/8/2018,5820,5900,5930,5800,3.61M,-1.36%
10/9/2018,5650,5850,5890,5650,2.74M,-2.92%
10/10/2018,5600,5650,5790,5600,3.49M,-0.88%
10/11/2018,5210,5500,5600,5210,9.30M,-6.96%
10/12/2018,5330,5150,5330,5110,4.51M,2.30%
10/15/2018,5210,5390,5390,5210,1.85M,-2.25%
10/16/2018,5250,5150,5280,5150,1.66M,0.77%
10/17/2018,5170,5300,5320,5050,4.97M,-1.52%
10/18/2018,5100,5170,5180,5080,1.55M,-1.35%
10/19/2018,5280,5040,5350,5000,5.11M,3.53%
10/22/2018,5220,5280,5320,5190,1.58M,-1.14%
10/23/2018,5050,5180,5220,5020,2.49M,-3.26%
10/24/2018,5000,5010,5090,5000,3.62M,-0.99%
10/25/2018,4900,4710,4950,4700,4.69M,-2.00%
10/26/2018,4750,4900,5050,4750,2.57M,-3.06%
10/29/2018,4760,4750,4800,4720,2.64M,0.21%
10/30/2018,4950,4780,4990,4760,3.17M,3.99%
10/31/2018,5080,5200,5200,5080,3.36M,2.63%
11/1/2018,5080,5180,5180,5050,2.86M,0.00%
11/2/2018,5190,5090,5340,5090,3.06M,2.17%
11/5/2018,5200,5200,5280,5140,2.49M,0.19%
11/6/2018,5220,5210,5270,5210,2.25M,0.38%
11/7/2018,5250,5230,5250,5180,2.60M,0.57%
11/8/2018,5460,5280,5460,5280,5.30M,4.00%
11/9/2018,5440,5480,5650,5380,4.99M,-0.37%
11/12/2018,5490,5400,5600,5290,2.86M,0.92%
11/13/2018,5400,5400,5500,5350,2.70M,-1.64%
11/14/2018,5400,5400,5500,5340,2.88M,0.00%
11/15/2018,5490,5410,5490,5360,3.65M,1.67%
11/16/2018,5590,5500,5620,5430,4.79M,1.82%
11/19/2018,5600,5590,5600,5500,2.02M,0.18%
11/20/2018,5550,5510,5640,5510,3.09M,-0.89%
11/21/2018,5550,5510,5550,5450,1.95M,0.00%
11/22/2018,5490,5520,5550,5430,1.87M,-1.08%
11/23/2018,5250,5500,5550,5250,1.85M,-4.37%
11/26/2018,5250,5300,5310,5250,1.33M,0.00%
11/27/2018,5210,5340,5340,5200,1.32M,-0.76%
11/28/2018,5170,5210,5250,5150,1.03M,-0.77%
11/29/2018,5050,5200,5220,5050,2.80M,-2.32%
11/30/2018,5150,5010,5150,4950,3.41M,1.98%
12/3/2018,5150,5180,5240,5150,3.16M,0.00%
12/4/2018,5250,5160,5250,5130,4.30M,1.94%
12/5/2018,5180,5200,5230,5150,1.59M,-1.33%
12/6/2018,5170,5180,5210,5150,1.09M,-0.19%
12/7/2018,5200,5200,5260,5160,2.19M,0.58%
12/10/2018,5180,5200,5250,5180,1.84M,-0.38%
12/11/2018,5170,5210,5210,5150,1.55M,-0.19%
12/12/2018,5190,5180,5210,5150,2.68M,0.39%
12/13/2018,5200,5200,5230,5160,2.25M,0.19%
12/14/2018,5180,5180,5200,5150,2.64M,-0.38%
12/17/2018,5100,5210,5220,5100,2.02M,-1.54%
12/18/2018,5200,5050,5200,5000,3.26M,1.96%
12/19/2018,5190,5200,5200,5080,1.15M,-0.19%
12/20/2018,5090,5100,5160,5080,1.08M,-1.93%
12/21/2018,5050,5080,5100,5030,1.97M,-0.79%
12/24/2018,5050,5100,5100,4900,3.16M,0.00%
12/25/2018,4880,5000,5050,4870,3.26M,-3.37%
12/26/2018,4880,4950,4970,4870,1.74M,0.00%
12/27/2018,4940,4960,5000,4930,793.69K,1.23%
12/28/2018,4880,4930,4970,4870,1.17M,-1.21%
1/2/2019,4780,4890,4910,4780,1.74M,-2.05%
1/3/2019,4680,4780,4800,4600,2.62M,-2.09%
1/4/2019,4660,4610,4690,4570,1.51M,-0.43%
1/7/2019,4660,4700,4800,4660,1.10M,0.00%
1/8/2019,4750,4660,4750,4650,1.42M,1.93%
1/9/2019,4710,4720,4810,4710,1.49M,-0.84%
1/10/2019,4860,4710,4880,4680,3.04M,3.18%
1/11/2019,5080,5000,5160,5000,4.90M,4.53%
1/14/2019,5070,5140,5250,5070,2.76M,-0.20%
1/15/2019,5070,5070,5140,5050,2.00M,0.00%
1/16/2019,5110,5130,5130,5020,2.73M,0.79%
1/17/2019,5030,5100,5110,5020,1.62M,-1.57%
1/18/2019,4990,5030,5080,4990,1.41M,-0.80%
1/21/2019,4950,5030,5030,4920,1.52M,-0.80%
1/22/2019,4980,4970,5040,4970,2.42M,0.61%
1/23/2019,5000,4960,5080,4960,1.65M,0.40%
1/24/2019,4990,5010,5030,4980,1.79M,-0.20%
1/25/2019,5000,5000,5040,4980,1.87M,0.20%
1/28/2019,5000,5000,5020,4980,1.00M,0.00%
1/29/2019,4930,5000,5020,4920,1.76M,-1.40%
1/30/2019,5000,4970,5010,4930,1.41M,1.42%
1/31/2019,5000,4950,5100,4950,2.18M,0.00%
2/1/2019,5000,5000,5020,4890,1.74M,0.00%
2/11/2019,4960,4990,5040,4960,974.38K,-0.80%
2/12/2019,5300,5000,5300,4970,11.27M,6.85%
2/13/2019,5320,5400,5430,5300,5.22M,0.38%
2/14/2019,5200,5320,5340,5180,4.07M,-2.26%
2/15/2019,5170,5200,5290,5160,3.98M,-0.58%
2/18/2019,5440,5200,5520,5180,9.24M,5.22%
2/19/2019,5440,5490,5660,5400,10.55M,0.00%
2/20/2019,5330,5410,5480,5320,5.26M,-2.02%
2/21/2019,5410,5400,5520,5350,5.10M,1.50%
2/22/2019,5490,5400,5620,5380,5.54M,1.48%
2/25/2019,5500,5590,5590,5490,4.72M,0.18%
2/26/2019,5660,5500,5840,5500,12.86M,2.91%
2/27/2019,5690,5760,5790,5670,3.65M,0.53%
2/28/2019,5520,5700,5740,5500,6.88M,-2.99%
3/1/2019,5650,5520,5650,5520,5.42M,2.36%
3/4/2019,6040,5700,6040,5680,13.53M,6.90%
3/5/2019,6080,6110,6290,6030,11.45M,0.66%
3/6/2019,6150,6080,6200,6000,6.98M,1.15%
3/7/2019,6070,6150,6160,6060,5.14M,-1.30%
3/8/2019,5870,5960,6030,5840,6.64M,-3.29%
3/11/2019,5760,5890,5920,5720,4.31M,-1.87%
3/12/2019,5800,5850,5900,5730,4.85M,0.69%
3/13/2019,5800,5840,5920,5800,4.06M,0.00%
3/14/2019,5840,5810,6000,5760,4.41M,0.69%
3/15/2019,5770,5850,5850,5770,3.60M,-1.20%
3/18/2019,5540,5760,5800,5510,7.59M,-3.99%
3/19/2019,5550,5550,5640,5540,5.45M,0.18%
3/20/2019,5520,5580,5600,5480,2.51M,-0.54%
3/21/2019,5200,5550,5570,5200,5.43M,-5.80%
3/22/2019,5250,5250,5310,5210,2.77M,0.96%
3/25/2019,5610,5440,5610,5370,3.85M,6.86%
3/26/2019,5870,6000,6000,5800,14.57M,4.63%
3/27/2019,5610,5870,5880,5610,4.92M,-4.43%
3/28/2019,5560,5530,5730,5400,4.14M,-0.89%
3/29/2019,5560,5530,5600,5480,3.45M,0.00%
4/1/2019,5460,5590,5600,5440,3.45M,-1.80%
4/2/2019,5440,5500,5530,5440,2.65M,-0.37%
4/3/2019,5390,5400,5450,5340,1.95M,-0.92%
4/4/2019,5420,5400,5490,5390,1.83M,0.56%
4/5/2019,5420,5420,5500,5410,1.23M,0.00%
4/8/2019,5520,5420,5570,5400,4.28M,1.85%
4/9/2019,5410,5520,5540,5390,2.22M,-1.99%
4/10/2019,5240,5360,5400,5240,4.37M,-3.14%
4/11/2019,5220,5230,5300,5220,2.21M,-0.38%
4/12/2019,5270,5230,5290,5220,2.19M,0.96%
4/16/2019,5290,5220,5430,5120,4.13M,0.38%
4/17/2019,5380,5450,5600,5360,4.88M,1.70%
4/18/2019,5300,5380,5380,5240,2.38M,-1.49%
4/19/2019,5300,5320,5320,5250,1.64M,0.00%
4/22/2019,5310,5250,5360,5230,2.77M,0.19%
4/23/2019,5300,5310,5380,5300,1.80M,-0.19%
4/24/2019,5390,5300,5420,5300,4.28M,1.70%
4/25/2019,5550,5440,5640,5440,10.21M,2.97%
4/26/2019,5470,5470,5560,5420,3.49M,-1.44%
5/2/2019,5370,5480,5490,5340,2.17M,-1.83%
5/3/2019,5280,5330,5360,5270,2.78M,-1.68%
5/6/2019,5170,5250,5250,5140,3.88M,-2.08%
5/7/2019,5180,5200,5230,5160,1.32M,0.19%
5/8/2019,5110,5160,5180,5110,1.64M,-1.35%
5/9/2019,5060,5120,5160,5060,1.40M,-0.98%
5/10/2019,5090,5090,5180,5040,1.41M,0.59%
5/13/2019,5100,5060,5190,5060,1.62M,0.20%
5/14/2019,5090,5090,5150,5090,1.34M,-0.20%
5/15/2019,5140,5100,5160,5090,1.41M,0.98%
5/16/2019,5300,5160,5350,5160,3.23M,3.11%
5/17/2019,5200,5320,5340,5200,1.46M,-1.89%
5/20/2019,5160,5200,5200,5130,2.99M,-0.77%
5/21/2019,5150,5180,5190,5150,1.79M,-0.19%
5/22/2019,5160,5160,5230,5150,3.28M,0.19%
5/23/2019,5160,5200,5240,5160,1.14M,0.00%
5/24/2019,5160,5170,5190,5150,2.53M,0.00%
5/27/2019,5160,5160,5180,5130,1.53M,0.00%
5/28/2019,5160,5190,5210,5150,1.30M,0.00%
5/29/2019,5120,5150,5170,5110,1.42M,-0.78%
5/30/2019,5100,5130,5160,5100,1.55M,-0.39%
5/31/2019,5070,5100,5100,5050,1.78M,-0.59%
6/3/2019,5020,5070,5070,5000,2.85M,-0.99%
6/4/2019,4900,5050,5050,4900,1.97M,-2.39%
6/5/2019,4940,4950,4980,4900,1.26M,0.82%
6/6/2019,4910,4940,4980,4910,825.67K,-0.61%
6/7/2019,4980,4940,4980,4920,932.88K,1.43%
6/10/2019,5010,4990,5060,4980,708.29K,0.60%
6/11/2019,4990,5030,5080,4990,1.12M,-0.40%
6/12/2019,4950,5020,5020,4940,1.06M,-0.80%
6/13/2019,4970,4950,5040,4920,1.35M,0.40%
6/14/2019,4970,5000,5010,4950,599.98K,0.00%
6/17/2019,5000,4970,5000,4930,1.73M,0.60%
6/18/2019,4970,5000,5010,4950,658.68K,-0.60%
6/19/2019,5150,4990,5250,4990,5.74M,3.62%
6/20/2019,5130,5150,5210,5130,1.93M,-0.39%
6/21/2019,5090,5140,5140,5060,1.35M,-0.78%
6/24/2019,5110,5070,5210,5070,2.33M,0.39%
6/25/2019,5290,5150,5360,5140,6.86M,3.52%
6/26/2019,5300,5290,5360,5280,5.13M,0.19%
6/27/2019,5240,5310,5330,5210,3.38M,-1.13%
6/28/2019,5350,5240,5390,5160,3.75M,2.10%
7/1/2019,5320,5420,5450,5320,3.59M,-0.56%
7/2/2019,5330,5310,5350,5300,1.54M,0.19%
7/3/2019,5420,5320,5440,5310,4.89M,1.69%
7/4/2019,5470,5450,5600,5440,7.20M,0.92%
7/5/2019,5430,5500,5500,5430,2.08M,-0.73%
7/8/2019,5490,5410,5580,5400,6.55M,1.10%
7/9/2019,5610,5550,5680,5500,7.95M,2.19%
7/10/2019,5620,5600,5670,5530,3.30M,0.18%
7/11/2019,5700,5570,5750,5570,5.10M,1.42%
7/12/2019,5600,5700,5720,5600,3.47M,-1.75%
7/15/2019,5400,5600,5610,5400,6.16M,-3.57%
7/16/2019,5310,5410,5490,5300,5.76M,-1.67%
7/17/2019,5350,5310,5380,5310,1.63M,0.75%
7/18/2019,5380,5340,5420,5330,1.71M,0.56%
7/19/2019,5280,5380,5400,5220,3.01M,-1.86%
7/22/2019,5300,5260,5340,5170,3.06M,0.38%
7/23/2019,5260,5300,5350,5260,1.62M,-0.75%
7/24/2019,5240,5270,5310,5190,1.89M,-0.38%
7/25/2019,5210,5240,5260,5150,2.38M,-0.57%
7/26/2019,5140,5230,5230,5120,2.02M,-1.34%
7/29/2019,5080,5120,5150,5080,1.79M,-1.17%
7/30/2019,5230,5080,5280,5040,5.66M,2.95%
7/31/2019,5080,5060,5170,5060,3.57M,-2.87%
8/1/2019,4950,5110,5110,4950,4.21M,-2.56%
8/2/2019,4820,4900,4910,4800,4.56M,-2.63%
8/5/2019,5050,4770,5070,4660,5.30M,4.77%
8/6/2019,5020,4900,5150,4850,2.92M,-0.59%
8/7/2019,5000,5070,5070,4980,1.34M,-0.40%
8/8/2019,5010,4960,5050,4960,1.48M,0.20%
8/9/2019,5050,5050,5060,5010,1.86M,0.80%
8/12/2019,5050,5090,5130,5040,1.54M,0.00%
8/13/2019,4980,5030,5050,4980,2.21M,-1.39%
8/14/2019,5000,5000,5090,5000,1.89M,0.40%
8/15/2019,4920,4950,4960,4900,2.31M,-1.60%
8/16/2019,4900,4900,4940,4900,1.77M,-0.41%
8/19/2019,4790,4910,4950,4700,3.57M,-2.24%
8/20/2019,4880,4840,4880,4800,1.75M,1.88%
8/21/2019,4880,4890,4940,4870,816.14K,0.00%
8/22/2019,4880,4870,4920,4870,1.17M,0.00%
8/23/2019,4900,4890,4900,4780,2.02M,0.41%
8/26/2019,4810,4850,4850,4780,1.43M,-1.84%
8/27/2019,4810,4810,4860,4800,1.31M,0.00%
8/28/2019,4800,4800,4840,4800,1.09M,-0.21%
8/29/2019,4820,4810,4850,4810,1.09M,0.42%
8/30/2019,4860,4820,4910,4820,1.34M,0.83%
9/3/2019,4810,4860,4860,4810,1.43M,-1.03%
